id,user_id,year
44,z9MozWK9f7C8p3Gj0uOiHw,2015
45,bzMzZE3OCqHhZyXH5JRaWw,2013
46,bzMzZE3OCqHhZyXH5JRaWw,2012
47,bzMzZE3OCqHhZyXH5JRaWw,2008
48,bzMzZE3OCqHhZyXH5JRaWw,2010
49,bzMzZE3OCqHhZyXH5JRaWw,2011
50,bzMzZE3OCqHhZyXH5JRaWw,2009
51,KbMFXAH3te7Ff1U-C78aTA,2013
52,KbMFXAH3te7Ff1U-C78aTA,2011
53,KbMFXAH3te7Ff1U-C78aTA,2012
54,KbMFXAH3te7Ff1U-C78aTA,2014
55,qSh-q8M-rL4PRVukXsDwWg,2016
56,qSh-q8M-rL4PRVukXsDwWg,2017
57,qSh-q8M-rL4PRVukXsDwWg,2015
58,cT5d9cgC3It82XTlOUCH5w,2012
59,cT5d9cgC3It82XTlOUCH5w,2013
60,mdx_uzqOvgtcnCLT-CI4gg,2017
61,7ZnKjKbJPgcLD7uQvM2Wow,2013
62,7ZnKjKbJPgcLD7uQvM2Wow,2012
63,7ZnKjKbJPgcLD7uQvM2Wow,2015
64,7ZnKjKbJPgcLD7uQvM2Wow,2014
65,6LNx--RVIe9kai-n7TToYg,2014
66,6LNx--RVIe9kai-n7TToYg,2015
67,a-0mMaTKiYTuw9c61dPz_Q,2017
68,lmJy4OwP_TyHIg8a8Q0RsA,2016
69,lmJy4OwP_TyHIg8a8Q0RsA,2017
70,lmJy4OwP_TyHIg8a8Q0RsA,2013
71,lmJy4OwP_TyHIg8a8Q0RsA,2015
72,lmJy4OwP_TyHIg8a8Q0RsA,2014
73,keLUgL_4y60BkppiAsIk8Q,2016
74,keLUgL_4y60BkppiAsIk8Q,2015
75,keLUgL_4y60BkppiAsIk8Q,2017
76,yHbrIShhhHkkl20_KGP4OA,2017
77,yHbrIShhhHkkl20_KGP4OA,2016
78,et_GDGFfG2BFVkLzRK2mTQ,2011
79,et_GDGFfG2BFVkLzRK2mTQ,2009
80,KBVL9aPlcLVwqyFQ__EeIA,2015
81,KBVL9aPlcLVwqyFQ__EeIA,2017
82,KBVL9aPlcLVwqyFQ__EeIA,2016
83,6ZR7HuUpHk_NQNs0dT0oLg,2013
84,6ZR7HuUpHk_NQNs0dT0oLg,2010
85,6ZR7HuUpHk_NQNs0dT0oLg,2011
86,6ZR7HuUpHk_NQNs0dT0oLg,2009
87,6ZR7HuUpHk_NQNs0dT0oLg,2012
88,6ZR7HuUpHk_NQNs0dT0oLg,2008
89,mqzisCyZ_tlpQt6HkNnhOw,2017
90,mqzisCyZ_tlpQt6HkNnhOw,2015
91,mqzisCyZ_tlpQt6HkNnhOw,2014
92,mqzisCyZ_tlpQt6HkNnhOw,2016
93,mqzisCyZ_tlpQt6HkNnhOw,2013
94,1D5EQITb4hOzPMZT8gDPQQ,2012
95,1D5EQITb4hOzPMZT8gDPQQ,2016
96,1D5EQITb4hOzPMZT8gDPQQ,2011
97,1D5EQITb4hOzPMZT8gDPQQ,2017
98,1D5EQITb4hOzPMZT8gDPQQ,2014
99,1D5EQITb4hOzPMZT8gDPQQ,2009
100,1D5EQITb4hOzPMZT8gDPQQ,2010
101,1D5EQITb4hOzPMZT8gDPQQ,2013
102,1D5EQITb4hOzPMZT8gDPQQ,2015
103,XOUoC47nYcSUCuzKROx8dg,2016
104,XOUoC47nYcSUCuzKROx8dg,2017
105,sfBfh6X2v2RDSz49DUVMxw,2011
106,GmzbU3b4PAbDzkiQK76e0w,2015
107,GmzbU3b4PAbDzkiQK76e0w,2016
108,GmzbU3b4PAbDzkiQK76e0w,2017
109,dEDId4Rp2JpblIfYIoH00w,2017
110,dEDId4Rp2JpblIfYIoH00w,2016
111,dEDId4Rp2JpblIfYIoH00w,2015
112,dEDId4Rp2JpblIfYIoH00w,2013
113,dEDId4Rp2JpblIfYIoH00w,2014
114,EyVtVVwWmijNMJqBGQlv3Q,2015
115,EyVtVVwWmijNMJqBGQlv3Q,2017
116,EyVtVVwWmijNMJqBGQlv3Q,2016
117,EyVtVVwWmijNMJqBGQlv3Q,2014
118,PIM9LfrgvCqOoOPBdJAcNg,2011
119,PIM9LfrgvCqOoOPBdJAcNg,2010
120,PIM9LfrgvCqOoOPBdJAcNg,2012
121,PIM9LfrgvCqOoOPBdJAcNg,2013
122,31d4d1tVHxT_8LfPvGlzYQ,2016
123,31d4d1tVHxT_8LfPvGlzYQ,2012
124,31d4d1tVHxT_8LfPvGlzYQ,2014
125,31d4d1tVHxT_8LfPvGlzYQ,2017
126,31d4d1tVHxT_8LfPvGlzYQ,2013
127,31d4d1tVHxT_8LfPvGlzYQ,2015
128,wd_VNRXXGyoEUs-bMW5pGA,2010
129,W1p8_CFW5FISSihmQo5Qzw,2016
130,W1p8_CFW5FISSihmQo5Qzw,2017
131,W1p8_CFW5FISSihmQo5Qzw,2015
132,G1EQySgLTrqgtywHmyI1mQ,2010
133,G1EQySgLTrqgtywHmyI1mQ,2011
134,G1EQySgLTrqgtywHmyI1mQ,2009
135,G1EQySgLTrqgtywHmyI1mQ,2008
136,G1EQySgLTrqgtywHmyI1mQ,2007
137,KtERwGUIK2urGM1mejPYiA,2011
138,KtERwGUIK2urGM1mejPYiA,2013
139,KtERwGUIK2urGM1mejPYiA,2016
140,KtERwGUIK2urGM1mejPYiA,2015
141,KtERwGUIK2urGM1mejPYiA,2012
142,KtERwGUIK2urGM1mejPYiA,2017
143,KtERwGUIK2urGM1mejPYiA,2014
144,mdPpR9Xm95CBGTmRjqP1nw,2014
145,mdPpR9Xm95CBGTmRjqP1nw,2015
146,mdPpR9Xm95CBGTmRjqP1nw,2016
147,YzGDHAhPJX_xc6wzWsPmzg,2015
148,YzGDHAhPJX_xc6wzWsPmzg,2017
149,YzGDHAhPJX_xc6wzWsPmzg,2014
150,YzGDHAhPJX_xc6wzWsPmzg,2012
151,YzGDHAhPJX_xc6wzWsPmzg,2013
152,YzGDHAhPJX_xc6wzWsPmzg,2016
153,yL60onlTh1BmJKVLli_K3g,2014
154,yL60onlTh1BmJKVLli_K3g,2013
155,yL60onlTh1BmJKVLli_K3g,2016
156,yL60onlTh1BmJKVLli_K3g,2017
157,yL60onlTh1BmJKVLli_K3g,2015
158,ccP6MDVeqt5osB4XALISFw,2015
159,ccP6MDVeqt5osB4XALISFw,2016
160,ccP6MDVeqt5osB4XALISFw,2013
161,ccP6MDVeqt5osB4XALISFw,2017
162,ccP6MDVeqt5osB4XALISFw,2012
163,ccP6MDVeqt5osB4XALISFw,2014
164,AUL7s3iY6fBgyUMXMH7Mqw,2009
165,AUL7s3iY6fBgyUMXMH7Mqw,2011
166,AUL7s3iY6fBgyUMXMH7Mqw,2012
167,AUL7s3iY6fBgyUMXMH7Mqw,2010
168,7xwLiQx0-lCOXBUDAcazZA,2017
169,2uZ8uULKN38ZiM-Iakr5TA,2010
170,2uZ8uULKN38ZiM-Iakr5TA,2009
171,k2qyzc1yQc6UppJLKDCHCg,2015
172,k2qyzc1yQc6UppJLKDCHCg,2014
173,JHApv4Nl2B75lKn9ymu01Q,2012
174,JHApv4Nl2B75lKn9ymu01Q,2010
175,JHApv4Nl2B75lKn9ymu01Q,2011
176,DONwuwg9iySZ7LFjtcHdCA,2014
177,DONwuwg9iySZ7LFjtcHdCA,2013
178,DONwuwg9iySZ7LFjtcHdCA,2011
179,DONwuwg9iySZ7LFjtcHdCA,2016
180,DONwuwg9iySZ7LFjtcHdCA,2012
181,DONwuwg9iySZ7LFjtcHdCA,2015
182,DONwuwg9iySZ7LFjtcHdCA,2017
183,F0nR2cEBLSZtBb2hlxnpoA,2017
184,F0nR2cEBLSZtBb2hlxnpoA,2015
185,F0nR2cEBLSZtBb2hlxnpoA,2016
186,9JaFajnyp5om3JUHs5yisw,2013
187,9JaFajnyp5om3JUHs5yisw,2015
188,9JaFajnyp5om3JUHs5yisw,2014
189,9JaFajnyp5om3JUHs5yisw,2012
190,9JaFajnyp5om3JUHs5yisw,2016
191,7x1LWVBDNRaR1lPyfp3JUQ,2015
192,7x1LWVBDNRaR1lPyfp3JUQ,2017
193,7x1LWVBDNRaR1lPyfp3JUQ,2014
194,7x1LWVBDNRaR1lPyfp3JUQ,2016
195,Jv4qrvG2Vebl69IFNYzewQ,2015
196,Jv4qrvG2Vebl69IFNYzewQ,2016
197,Jv4qrvG2Vebl69IFNYzewQ,2017
198,WOlBelW_IzsKOyizelNKCw,2017
199,7YGYOCuOMH9lUK7hKcBpUQ,2013
200,7YGYOCuOMH9lUK7hKcBpUQ,2015
201,7YGYOCuOMH9lUK7hKcBpUQ,2012
202,7YGYOCuOMH9lUK7hKcBpUQ,2014
203,7YGYOCuOMH9lUK7hKcBpUQ,2016
204,7YGYOCuOMH9lUK7hKcBpUQ,2017
205,sCbVlJODbG5Up6PIDc0j7w,2008
206,sCbVlJODbG5Up6PIDc0j7w,2009
207,B8ZhQFlKfoJpxL9XKTybCA,2016
208,B8ZhQFlKfoJpxL9XKTybCA,2017
209,B8ZhQFlKfoJpxL9XKTybCA,2015
210,YGBhHN84Mo7cHWjqZx7ipg,2017
211,rr8lzo9fJWDrFZb-qcDcvw,2012
212,rr8lzo9fJWDrFZb-qcDcvw,2013
213,bnSGkl3tT6nXjuPmDP5lXw,2015
214,bnSGkl3tT6nXjuPmDP5lXw,2012
215,bnSGkl3tT6nXjuPmDP5lXw,2014
216,bnSGkl3tT6nXjuPmDP5lXw,2016
217,bnSGkl3tT6nXjuPmDP5lXw,2017
218,bnSGkl3tT6nXjuPmDP5lXw,2013
219,m8nDqQ7a3zQWfkNK1_vwnQ,2015
220,m8nDqQ7a3zQWfkNK1_vwnQ,2016
221,m8nDqQ7a3zQWfkNK1_vwnQ,2014
222,m8nDqQ7a3zQWfkNK1_vwnQ,2017
223,m8nDqQ7a3zQWfkNK1_vwnQ,2013
224,m8nDqQ7a3zQWfkNK1_vwnQ,2011
225,m8nDqQ7a3zQWfkNK1_vwnQ,2010
226,m8nDqQ7a3zQWfkNK1_vwnQ,2012
227,JXnW7mGyMfojNsrG7nx_ug,2012
228,JXnW7mGyMfojNsrG7nx_ug,2015
229,JXnW7mGyMfojNsrG7nx_ug,2017
230,JXnW7mGyMfojNsrG7nx_ug,2013
231,JXnW7mGyMfojNsrG7nx_ug,2016
232,JXnW7mGyMfojNsrG7nx_ug,2014
233,zKDOOt3fuMUpD0mt8F_1FA,2017
234,zKDOOt3fuMUpD0mt8F_1FA,2016
235,zKDOOt3fuMUpD0mt8F_1FA,2015
236,4D4JwxN07FFDIFswH8E4Ow,2016
237,4D4JwxN07FFDIFswH8E4Ow,2015
238,4D4JwxN07FFDIFswH8E4Ow,2017
239,Cnn-0yo4zVAEwMxEwhuF9Q,2015
240,Cnn-0yo4zVAEwMxEwhuF9Q,2017
241,Cnn-0yo4zVAEwMxEwhuF9Q,2016
242,z51yecJ8WZkj4KBiifyK7Q,2016
243,z51yecJ8WZkj4KBiifyK7Q,2017
244,z51yecJ8WZkj4KBiifyK7Q,2015
245,sSy-_sA2uetRe9VaCS0UIQ,2014
246,sSy-_sA2uetRe9VaCS0UIQ,2015
247,sSy-_sA2uetRe9VaCS0UIQ,2013
248,xyTgJUyW9nPV1wbnr9u-_A,2017
249,DK-5tzyRzslV35n9yCyFMA,2017
250,UPAoA2A26_rIfOf2fLb_LQ,2016
251,UPAoA2A26_rIfOf2fLb_LQ,2017
252,BYn4ABAe-M4X7cehYKu98w,2010
253,BYn4ABAe-M4X7cehYKu98w,2013
254,BYn4ABAe-M4X7cehYKu98w,2017
255,BYn4ABAe-M4X7cehYKu98w,2012
256,BYn4ABAe-M4X7cehYKu98w,2016
257,BYn4ABAe-M4X7cehYKu98w,2014
258,BYn4ABAe-M4X7cehYKu98w,2011
259,AVVEFYHmFUa9oUhy2DIQFA,2016
260,AVVEFYHmFUa9oUhy2DIQFA,2015
261,AVVEFYHmFUa9oUhy2DIQFA,2017
262,nzi71d5dvB9_mXx0fUSmFQ,2007
263,nzi71d5dvB9_mXx0fUSmFQ,2005
264,nzi71d5dvB9_mXx0fUSmFQ,2006
265,TJZ773c6IobB29sEwkBAyg,2016
266,TJZ773c6IobB29sEwkBAyg,2017
267,obMgObC0jkcpUhVBk8y2HA,2007
268,obMgObC0jkcpUhVBk8y2HA,2009
269,obMgObC0jkcpUhVBk8y2HA,2008
270,Ai2co79NYVA907lE3DkCgA,2014
271,Ai2co79NYVA907lE3DkCgA,2015
272,Ai2co79NYVA907lE3DkCgA,2016
273,z5H2RcA-xmzOnxhJL2FLhQ,2017
274,z5H2RcA-xmzOnxhJL2FLhQ,2016
275,vM-4-Z7RDPOBChx8Gz4mxQ,2015
276,vM-4-Z7RDPOBChx8Gz4mxQ,2012
277,vM-4-Z7RDPOBChx8Gz4mxQ,2017
278,vM-4-Z7RDPOBChx8Gz4mxQ,2014
279,vM-4-Z7RDPOBChx8Gz4mxQ,2016
280,vM-4-Z7RDPOBChx8Gz4mxQ,2013
281,cvzKVWaGFysF1iZ1RUvsBg,2013
282,cvzKVWaGFysF1iZ1RUvsBg,2012
283,cvzKVWaGFysF1iZ1RUvsBg,2007
284,cvzKVWaGFysF1iZ1RUvsBg,2008
285,cvzKVWaGFysF1iZ1RUvsBg,2009
286,cvzKVWaGFysF1iZ1RUvsBg,2011
287,cvzKVWaGFysF1iZ1RUvsBg,2010
288,Z6xQHXKPW12ubLxMFx32eQ,2008
289,Z6xQHXKPW12ubLxMFx32eQ,2011
290,Z6xQHXKPW12ubLxMFx32eQ,2010
291,Z6xQHXKPW12ubLxMFx32eQ,2009
292,u_ra3iuZKXR7x1sKqo9B-A,2013
293,u_ra3iuZKXR7x1sKqo9B-A,2012
294,PRJMe-RgFnCEhyy7tf3DmQ,2017
295,PRJMe-RgFnCEhyy7tf3DmQ,2015
296,PRJMe-RgFnCEhyy7tf3DmQ,2016
297,_XqQnuyixDNhGST0Ihql0A,2014
298,_XqQnuyixDNhGST0Ihql0A,2015
299,_XqQnuyixDNhGST0Ihql0A,2013
300,-Cfdld6UqO6rx72WNE9yvg,2012
301,-Cfdld6UqO6rx72WNE9yvg,2013
302,nLUTBOeySs-0wUDeyNRRDg,2014
303,AGjL2Ow20VNxqKHVfT1hdQ,2007
304,h-ajC_UHD0QAyAzySN6g2A,2010
305,h-ajC_UHD0QAyAzySN6g2A,2011
306,h-ajC_UHD0QAyAzySN6g2A,2012
307,ivI_db9-e-jhVjIaGaSvcw,2016
308,ivI_db9-e-jhVjIaGaSvcw,2015
309,5qDIr_wCCoLMrHDHoB_pNQ,2014
310,5qDIr_wCCoLMrHDHoB_pNQ,2013
311,5qDIr_wCCoLMrHDHoB_pNQ,2016
312,5qDIr_wCCoLMrHDHoB_pNQ,2011
313,5qDIr_wCCoLMrHDHoB_pNQ,2012
314,5qDIr_wCCoLMrHDHoB_pNQ,2010
315,5qDIr_wCCoLMrHDHoB_pNQ,2017
316,5qDIr_wCCoLMrHDHoB_pNQ,2015
317,tf5tdpbAYqGkgW6KuT4RAw,2015
318,tf5tdpbAYqGkgW6KuT4RAw,2016
319,HMmliGlOMP5JrLB9aNw-mw,2016
320,HMmliGlOMP5JrLB9aNw-mw,2015
321,kSXivZsccIb2uFmV0QpSxw,2012
322,kSXivZsccIb2uFmV0QpSxw,2010
323,kSXivZsccIb2uFmV0QpSxw,2014
324,kSXivZsccIb2uFmV0QpSxw,2011
325,kSXivZsccIb2uFmV0QpSxw,2013
326,mnoe2vwouRADn97dTDkw4A,2012
327,mnoe2vwouRADn97dTDkw4A,2014
328,mnoe2vwouRADn97dTDkw4A,2010
329,mnoe2vwouRADn97dTDkw4A,2011
330,mnoe2vwouRADn97dTDkw4A,2013
331,G65kd-wzoAScs6JW-o72xQ,2017
332,eD-dvoZfWk8dwK56nqfSfQ,2014
333,eD-dvoZfWk8dwK56nqfSfQ,2016
334,eD-dvoZfWk8dwK56nqfSfQ,2017
335,eD-dvoZfWk8dwK56nqfSfQ,2015
336,C-4a9xguoYZsmxXipo4p1Q,2011
337,C-4a9xguoYZsmxXipo4p1Q,2016
338,C-4a9xguoYZsmxXipo4p1Q,2009
339,C-4a9xguoYZsmxXipo4p1Q,2015
340,C-4a9xguoYZsmxXipo4p1Q,2012
341,C-4a9xguoYZsmxXipo4p1Q,2013
342,C-4a9xguoYZsmxXipo4p1Q,2017
343,C-4a9xguoYZsmxXipo4p1Q,2014
344,C-4a9xguoYZsmxXipo4p1Q,2010
345,C-4a9xguoYZsmxXipo4p1Q,2008
346,AOad1oj8iR7mdDAjYnnaLg,2011
347,AOad1oj8iR7mdDAjYnnaLg,2008
348,AOad1oj8iR7mdDAjYnnaLg,2007
349,AOad1oj8iR7mdDAjYnnaLg,2010
350,AOad1oj8iR7mdDAjYnnaLg,2009
351,VHc1yqBhsE-l3JQFXuWydQ,2014
352,VHc1yqBhsE-l3JQFXuWydQ,2013
353,VHc1yqBhsE-l3JQFXuWydQ,2016
354,VHc1yqBhsE-l3JQFXuWydQ,2015
355,VHc1yqBhsE-l3JQFXuWydQ,2017
356,fopp5eWIdrKOHyIQuH-XBQ,2015
357,fopp5eWIdrKOHyIQuH-XBQ,2014
358,fopp5eWIdrKOHyIQuH-XBQ,2013
359,fopp5eWIdrKOHyIQuH-XBQ,2011
360,fopp5eWIdrKOHyIQuH-XBQ,2016
361,i-Hz-RPDfDoSoEp0548VoQ,2012
362,i-Hz-RPDfDoSoEp0548VoQ,2013
363,gHDywclEmn5x0J590n-aTA,2011
364,gHDywclEmn5x0J590n-aTA,2014
365,gHDywclEmn5x0J590n-aTA,2013
366,gHDywclEmn5x0J590n-aTA,2012
367,UXAPXFo89WUeG0xm1dlF6Q,2012
368,UXAPXFo89WUeG0xm1dlF6Q,2013
369,UXAPXFo89WUeG0xm1dlF6Q,2015
370,UXAPXFo89WUeG0xm1dlF6Q,2011
371,UXAPXFo89WUeG0xm1dlF6Q,2014
372,_RvEDmpbQZulEdAV590QKg,2010
373,_RvEDmpbQZulEdAV590QKg,2011
374,_RvEDmpbQZulEdAV590QKg,2012
375,_RvEDmpbQZulEdAV590QKg,2013
376,36dpMGps6YnjCCK8gvPZ7Q,2014
377,05C4aRhRYpwcoGCT537jLQ,2010
378,05C4aRhRYpwcoGCT537jLQ,2009
379,05C4aRhRYpwcoGCT537jLQ,2011
380,05C4aRhRYpwcoGCT537jLQ,2007
381,05C4aRhRYpwcoGCT537jLQ,2008
382,o8Lo2pvM19nyYPBBycgSVg,2017
383,o8Lo2pvM19nyYPBBycgSVg,2013
384,o8Lo2pvM19nyYPBBycgSVg,2014
385,o8Lo2pvM19nyYPBBycgSVg,2016
386,o8Lo2pvM19nyYPBBycgSVg,2015
387,o8Lo2pvM19nyYPBBycgSVg,2012
388,TjIGlS1P_LAOyk_XHlXGzQ,2014
389,TjIGlS1P_LAOyk_XHlXGzQ,2016
390,TjIGlS1P_LAOyk_XHlXGzQ,2015
391,SRA86Xyf9fbOAhICWttMLQ,2014
392,SRA86Xyf9fbOAhICWttMLQ,2017
393,SRA86Xyf9fbOAhICWttMLQ,2016
394,SRA86Xyf9fbOAhICWttMLQ,2015
395,0Pj91NFPtXWeIDaLp2kuyw,2017
396,0Pj91NFPtXWeIDaLp2kuyw,2012
397,0Pj91NFPtXWeIDaLp2kuyw,2015
398,0Pj91NFPtXWeIDaLp2kuyw,2011
399,0Pj91NFPtXWeIDaLp2kuyw,2014
400,0Pj91NFPtXWeIDaLp2kuyw,2013
401,0Pj91NFPtXWeIDaLp2kuyw,2016
402,kln67Gdg9DeD1DzUiKNSDg,2016
403,kln67Gdg9DeD1DzUiKNSDg,2015
404,HIzpkqOOj5dpIFFX4gfrtA,2016
405,FkibF2i1heI-CE4OZi00IA,2015
406,FkibF2i1heI-CE4OZi00IA,2016
407,FkibF2i1heI-CE4OZi00IA,2017
408,s2c7-9bqMhjA8POuKIHm8g,2007
409,s2c7-9bqMhjA8POuKIHm8g,2016
410,s2c7-9bqMhjA8POuKIHm8g,2012
411,s2c7-9bqMhjA8POuKIHm8g,2011
412,s2c7-9bqMhjA8POuKIHm8g,2010
413,s2c7-9bqMhjA8POuKIHm8g,2008
414,s2c7-9bqMhjA8POuKIHm8g,2014
415,s2c7-9bqMhjA8POuKIHm8g,2013
416,s2c7-9bqMhjA8POuKIHm8g,2015
417,s2c7-9bqMhjA8POuKIHm8g,2017
418,s2c7-9bqMhjA8POuKIHm8g,2009
419,MQgm8BtxS-_W-unU4y0OxQ,2012
420,MQgm8BtxS-_W-unU4y0OxQ,2011
421,MQgm8BtxS-_W-unU4y0OxQ,2014
422,MQgm8BtxS-_W-unU4y0OxQ,2013
423,Sf3LGHUsHr5ZocB5b2TdNA,2013
424,Sf3LGHUsHr5ZocB5b2TdNA,2008
425,Sf3LGHUsHr5ZocB5b2TdNA,2016
426,Sf3LGHUsHr5ZocB5b2TdNA,2011
427,Sf3LGHUsHr5ZocB5b2TdNA,2010
428,Sf3LGHUsHr5ZocB5b2TdNA,2012
429,Sf3LGHUsHr5ZocB5b2TdNA,2009
430,Sf3LGHUsHr5ZocB5b2TdNA,2017
431,Sf3LGHUsHr5ZocB5b2TdNA,2014
432,j4MS5yNf5nSMXY1ggsu-6w,2017
433,q1sq0c6R34TD6pIfzA1DLw,2012
434,q1sq0c6R34TD6pIfzA1DLw,2013
435,F1_WWxCjdHhMKBjPS9ljvQ,2016
436,F1_WWxCjdHhMKBjPS9ljvQ,2015
437,xJDb2X2pxTuH343MW-DVGg,2017
438,xJDb2X2pxTuH343MW-DVGg,2007
439,xJDb2X2pxTuH343MW-DVGg,2010
440,xJDb2X2pxTuH343MW-DVGg,2012
441,xJDb2X2pxTuH343MW-DVGg,2008
442,xJDb2X2pxTuH343MW-DVGg,2013
443,xJDb2X2pxTuH343MW-DVGg,2016
444,xJDb2X2pxTuH343MW-DVGg,2015
445,xJDb2X2pxTuH343MW-DVGg,2014
446,xJDb2X2pxTuH343MW-DVGg,2011
447,xJDb2X2pxTuH343MW-DVGg,2009
448,XlkKZ36kV1anfubqDYnhUw,2009
449,XlkKZ36kV1anfubqDYnhUw,2010
450,N1skHtVWsZJaO8pm0CEjzQ,2012
451,N1skHtVWsZJaO8pm0CEjzQ,2010
452,N1skHtVWsZJaO8pm0CEjzQ,2011
453,N1skHtVWsZJaO8pm0CEjzQ,2013
454,N1skHtVWsZJaO8pm0CEjzQ,2014
455,CM8zdB2zcFUOqc93_v4uLQ,2013
456,CM8zdB2zcFUOqc93_v4uLQ,2014
457,CM8zdB2zcFUOqc93_v4uLQ,2015
458,CM8zdB2zcFUOqc93_v4uLQ,2016
459,CM8zdB2zcFUOqc93_v4uLQ,2012
460,qLkmShQi5TilOST6C0pYSg,2017
461,qYxGJKlYrqNgodzMWHaaGw,2007
462,qYxGJKlYrqNgodzMWHaaGw,2008
463,-s48ZKSA31DFNcgJLChhQQ,2017
464,-s48ZKSA31DFNcgJLChhQQ,2012
465,-s48ZKSA31DFNcgJLChhQQ,2011
466,VKeBgnFUrAMAbzob_-Vojg,2017
467,J10glDXz7JOEE7wGA57dCA,2011
468,J10glDXz7JOEE7wGA57dCA,2012
469,J10glDXz7JOEE7wGA57dCA,2016
470,J10glDXz7JOEE7wGA57dCA,2015
471,J10glDXz7JOEE7wGA57dCA,2014
472,J10glDXz7JOEE7wGA57dCA,2017
473,J10glDXz7JOEE7wGA57dCA,2010
474,J10glDXz7JOEE7wGA57dCA,2013
475,OitrGq9nJqd0PeqSf3AcLw,2017
476,OitrGq9nJqd0PeqSf3AcLw,2014
477,OitrGq9nJqd0PeqSf3AcLw,2012
478,OitrGq9nJqd0PeqSf3AcLw,2016
479,OitrGq9nJqd0PeqSf3AcLw,2013
480,OitrGq9nJqd0PeqSf3AcLw,2015
481,mC9ycQTEF3fHvcS3eejWTg,2012
482,mC9ycQTEF3fHvcS3eejWTg,2013
483,ME1-IwMQMHkowOxffKUx7w,2012
484,ME1-IwMQMHkowOxffKUx7w,2011
485,d_lpeMZNVRU0d-t50BGQ6Q,2017
486,d_lpeMZNVRU0d-t50BGQ6Q,2014
487,d_lpeMZNVRU0d-t50BGQ6Q,2016
488,d_lpeMZNVRU0d-t50BGQ6Q,2015
489,E5ARKUTfJI6scn1Z0876rA,2015
490,E5ARKUTfJI6scn1Z0876rA,2016
491,E5ARKUTfJI6scn1Z0876rA,2017
492,J1bhfgTs4HM_nMC6HwSdwA,2017
493,J1bhfgTs4HM_nMC6HwSdwA,2015
494,J1bhfgTs4HM_nMC6HwSdwA,2016
495,_5keMAmic7zzrnM5mVefBw,2014
496,_5keMAmic7zzrnM5mVefBw,2015
497,_5keMAmic7zzrnM5mVefBw,2017
498,_SdKvhvH13324sT_KF6J3w,2011
499,_SdKvhvH13324sT_KF6J3w,2010
500,1OfI-e-ByaZhEmnIDbOwmg,2011
501,1OfI-e-ByaZhEmnIDbOwmg,2010
502,1OfI-e-ByaZhEmnIDbOwmg,2009
503,lJaMhVl641JJhTZhR3s_EQ,2015
504,lJaMhVl641JJhTZhR3s_EQ,2013
505,lJaMhVl641JJhTZhR3s_EQ,2014
506,j_uVP3k5doZ0NALMZq_6hA,2017
507,b8SWcnxNL_czKgvRbzP0Mg,2015
508,b8SWcnxNL_czKgvRbzP0Mg,2017
509,b8SWcnxNL_czKgvRbzP0Mg,2016
510,TK7dZsvFTPPRL7f9CeYyhQ,2011
