id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category
-6mzdR0YjOToJ8E04Y9O0Q,"Shichimi Sushi",,"3241 Yonge St",Toronto,ON,M4N,43.7289,-79.4029,3.5,14,1,"Sushi Bars"
-7BCZH437U5FjmNJ26llkg,"Mr Pide",Greektown,"800 Danforth Avenue",Toronto,ON,"M4J 1L6",43.6798,-79.3416,4.5,64,1,Turkish
-7BCZH437U5FjmNJ26llkg,"Mr Pide",Greektown,"800 Danforth Avenue",Toronto,ON,"M4J 1L6",43.6798,-79.3416,4.5,64,1,Pizza
-9u2uFwhlj3Yq4mG5IweoA,"Hawker Bar","Ossington Strip","164 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6483,-79.4204,3.5,149,1,"Asian Fusion"
-9u2uFwhlj3Yq4mG5IweoA,"Hawker Bar","Ossington Strip","164 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6483,-79.4204,3.5,149,1,Nightlife
-9u2uFwhlj3Yq4mG5IweoA,"Hawker Bar","Ossington Strip","164 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6483,-79.4204,3.5,149,1,Bars
-9u2uFwhlj3Yq4mG5IweoA,"Hawker Bar","Ossington Strip","164 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6483,-79.4204,3.5,149,1,Singaporean
-9u2uFwhlj3Yq4mG5IweoA,"Hawker Bar","Ossington Strip","164 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6483,-79.4204,3.5,149,1,"Cocktail Bars"
-aIDAzPJTUexM3Skp78wlQ,"Famous Pizza Town",,"1947 Victoria Park Ave",Toronto,ON,"M1R 1V1",43.7493,-79.312,5,4,1,Pizza
-aKf_aT5vnmF2XcNKfb0eA,"Kottu Kadai",Scarborough,"3351 Markham Road",Toronto,ON,"M1X 0A6",43.8364,-79.2505,3.5,7,1,Indian
-aKf_aT5vnmF2XcNKfb0eA,"Kottu Kadai",Scarborough,"3351 Markham Road",Toronto,ON,"M1X 0A6",43.8364,-79.2505,3.5,7,1,Food
-aKf_aT5vnmF2XcNKfb0eA,"Kottu Kadai",Scarborough,"3351 Markham Road",Toronto,ON,"M1X 0A6",43.8364,-79.2505,3.5,7,1,"Sri Lankan"
-aKf_aT5vnmF2XcNKfb0eA,"Kottu Kadai",Scarborough,"3351 Markham Road",Toronto,ON,"M1X 0A6",43.8364,-79.2505,3.5,7,1,"Specialty Food"
-av1lZI1JDY_RZN2eTMnWg,"Salad King Restaurant","Downtown Core","340 Yonge Street",Toronto,ON,"M5B 1R8",43.6576,-79.3817,3.5,808,1,Thai
-AVRReI-nfsa0lKlehEojw,"Sushi Bar",Riverdale,"703 Queen Street E",Toronto,ON,M4M,43.6586,-79.3501,3,45,1,Japanese
-AVRReI-nfsa0lKlehEojw,"Sushi Bar",Riverdale,"703 Queen Street E",Toronto,ON,M4M,43.6586,-79.3501,3,45,1,"Sushi Bars"
-b-waFIsc6BJdXWOJMRKEQ,"Marinellas Italian Restaurant","Bickford Park","640 College Street",Toronto,ON,"M5V 2E8",43.6551,-79.4155,4.5,105,1,Italian
-b94nkPVLQw95zgtDhcpYA,"The Works Gourmet Burger Bistro","St. Lawrence","60 Wellington Street E",Toronto,ON,"M5E 1C9",43.6485,-79.3739,3.5,144,1,Burgers
-BbnAc9YEO6pjvJGEtFbVQ,Sansotei,"Downtown Core","650 Yonge Street",Toronto,ON,"M4Y 2A6",43.6668,-79.3855,4,205,1,Noodles
-BbnAc9YEO6pjvJGEtFbVQ,Sansotei,"Downtown Core","650 Yonge Street",Toronto,ON,"M4Y 2A6",43.6668,-79.3855,4,205,1,Ramen
-BbnAc9YEO6pjvJGEtFbVQ,Sansotei,"Downtown Core","650 Yonge Street",Toronto,ON,"M4Y 2A6",43.6668,-79.3855,4,205,1,Japanese
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Sandwiches
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Event Planning & Services"
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Comfort Food"
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Venues & Event Spaces"
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Bars
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Barbeque
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Cocktail Bars"
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Nightlife
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Pubs
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Dive Bars"
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Lounges
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Arts & Entertainment"
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,Gluten-Free
-bJ6Y5QmO8Uvc383xjC-OA,"The Monarch Tavern","Little Italy","12 Clinton Street",Toronto,ON,"M6J 2N8",43.654,-79.4137,4,30,1,"Music Venues"
-chGaXHZsoLKLHPJMMsdmw,"Utopia Café & Grill","Little Italy","586 College St",Toronto,ON,"M6G 1B3",43.6553,-79.4134,3.5,232,1,Vegetarian
-chGaXHZsoLKLHPJMMsdmw,"Utopia Café & Grill","Little Italy","586 College St",Toronto,ON,"M6G 1B3",43.6553,-79.4134,3.5,232,1,Burgers
-chGaXHZsoLKLHPJMMsdmw,"Utopia Café & Grill","Little Italy","586 College St",Toronto,ON,"M6G 1B3",43.6553,-79.4134,3.5,232,1,Tex-Mex
-chZVp8Xmr8jwQ1KfIumGg,"Seraphia Inspired Cuisine",Scarborough,"2979 Kingston Rd",Toronto,ON,"M1M 1P1",43.7254,-79.232,4,3,1,Mediterranean
-ClafaRWkSRTfieIzO4r3Q,Roux,"The Junction","2790 Dundas Street W",Toronto,ON,"M6P 2J3",43.6654,-79.4624,3.5,48,1,French
-ClafaRWkSRTfieIzO4r3Q,Roux,"The Junction","2790 Dundas Street W",Toronto,ON,"M6P 2J3",43.6654,-79.4624,3.5,48,1,Bars
-ClafaRWkSRTfieIzO4r3Q,Roux,"The Junction","2790 Dundas Street W",Toronto,ON,"M6P 2J3",43.6654,-79.4624,3.5,48,1,Nightlife
-ClafaRWkSRTfieIzO4r3Q,Roux,"The Junction","2790 Dundas Street W",Toronto,ON,"M6P 2J3",43.6654,-79.4624,3.5,48,1,Southern
-ClafaRWkSRTfieIzO4r3Q,Roux,"The Junction","2790 Dundas Street W",Toronto,ON,"M6P 2J3",43.6654,-79.4624,3.5,48,1,Cajun/Creole
-CLTZ0cO-ooKDDmXHFoGMg,"Pi Co",Yorkville,"1200 Bay Street",Toronto,ON,"M5R 2A5",43.67,-79.3898,4,56,1,Pizza
-CLTZ0cO-ooKDDmXHFoGMg,"Pi Co",Yorkville,"1200 Bay Street",Toronto,ON,"M5R 2A5",43.67,-79.3898,4,56,1,Gluten-Free
-CLTZ0cO-ooKDDmXHFoGMg,"Pi Co",Yorkville,"1200 Bay Street",Toronto,ON,"M5R 2A5",43.67,-79.3898,4,56,1,Salad
-CLTZ0cO-ooKDDmXHFoGMg,"Pi Co",Yorkville,"1200 Bay Street",Toronto,ON,"M5R 2A5",43.67,-79.3898,4,56,1,Italian
-coR5Ch6_HsUAfBWcuetKQ,Siddartha,Riverdale,"734 Queen Street E",Toronto,ON,"M4M 1H2",43.6593,-79.349,3.5,15,1,Indian
-cT0YdN7xBpiu5JZ9c0IoQ,"Banh Cuon Huong Que",,"2708 Jane Street, Unit 3",Toronto,ON,"M3L 1S4",43.742,-79.5144,3,5,1,Vietnamese
-cT0YdN7xBpiu5JZ9c0IoQ,"Banh Cuon Huong Que",,"2708 Jane Street, Unit 3",Toronto,ON,"M3L 1S4",43.742,-79.5144,3,5,1,"Asian Fusion"
-cYOKJ5kbVZqzSYQIzZcqA,"Kingston Chinese Restaurant","Upper Beach","955 Kingston Road",Toronto,ON,"M4E 1S8",43.6805,-79.2875,2,9,1,Food
-cYOKJ5kbVZqzSYQIzZcqA,"Kingston Chinese Restaurant","Upper Beach","955 Kingston Road",Toronto,ON,"M4E 1S8",43.6805,-79.2875,2,9,1,Chinese
-DOE4Qs8IMfgkvshYKfC7w,"Pho Asia 39",,"1391 Weston Road",Toronto,ON,"M6M 2J1",43.6918,-79.5013,3,15,1,Vietnamese
-dOjdFq-kFhQTrG-yLYc_w,"Maple Leaf Tavern",Leslieville,"955 Gerrard Street E",Toronto,ON,"M4M 1Z4",43.6682,-79.3398,3.5,65,1,Bars
-dOjdFq-kFhQTrG-yLYc_w,"Maple Leaf Tavern",Leslieville,"955 Gerrard Street E",Toronto,ON,"M4M 1Z4",43.6682,-79.3398,3.5,65,1,Nightlife
-dOjdFq-kFhQTrG-yLYc_w,"Maple Leaf Tavern",Leslieville,"955 Gerrard Street E",Toronto,ON,"M4M 1Z4",43.6682,-79.3398,3.5,65,1,"Breakfast & Brunch"
-dOjdFq-kFhQTrG-yLYc_w,"Maple Leaf Tavern",Leslieville,"955 Gerrard Street E",Toronto,ON,"M4M 1Z4",43.6682,-79.3398,3.5,65,1,"American (Traditional)"
-dSfSU0Nwwh2b0aLo5ifyw,"Kebab 49",Etobicoke,"5308 Dundas St. W",Toronto,ON,"M9B 1B1",43.6359,-79.5403,3,57,1,Turkish
-EFDz-s9QUWJbFIp16O_3g,"Tim Horton's",Etobicoke,"150 N Queen Street",Toronto,ON,"M9C 1A8",43.6203,-79.5546,2,3,1,Sandwiches
-EFDz-s9QUWJbFIp16O_3g,"Tim Horton's",Etobicoke,"150 N Queen Street",Toronto,ON,"M9C 1A8",43.6203,-79.5546,2,3,1,Food
-EFDz-s9QUWJbFIp16O_3g,"Tim Horton's",Etobicoke,"150 N Queen Street",Toronto,ON,"M9C 1A8",43.6203,-79.5546,2,3,1,"Coffee & Tea"
-eJmNm0j12v1wuyIkfj7yQ,"Honest Weight","The Junction","2766 Dundas Street W",Toronto,ON,"M6P 1Y3",43.6653,-79.4615,4.5,64,1,"Specialty Food"
-eJmNm0j12v1wuyIkfj7yQ,"Honest Weight","The Junction","2766 Dundas Street W",Toronto,ON,"M6P 1Y3",43.6653,-79.4615,4.5,64,1,Food
-eJmNm0j12v1wuyIkfj7yQ,"Honest Weight","The Junction","2766 Dundas Street W",Toronto,ON,"M6P 1Y3",43.6653,-79.4615,4.5,64,1,"Seafood Markets"
-eJmNm0j12v1wuyIkfj7yQ,"Honest Weight","The Junction","2766 Dundas Street W",Toronto,ON,"M6P 1Y3",43.6653,-79.4615,4.5,64,1,Seafood
-EX_qttyhm5YNb8NWtAcCQ,"The Dakota Tavern","Ossington Strip","249 Ossington Avenue",Toronto,ON,"M6J 3A1",43.6497,-79.4208,4,72,1,"Arts & Entertainment"
-EX_qttyhm5YNb8NWtAcCQ,"The Dakota Tavern","Ossington Strip","249 Ossington Avenue",Toronto,ON,"M6J 3A1",43.6497,-79.4208,4,72,1,"Dive Bars"
-EX_qttyhm5YNb8NWtAcCQ,"The Dakota Tavern","Ossington Strip","249 Ossington Avenue",Toronto,ON,"M6J 3A1",43.6497,-79.4208,4,72,1,"Music Venues"
-EX_qttyhm5YNb8NWtAcCQ,"The Dakota Tavern","Ossington Strip","249 Ossington Avenue",Toronto,ON,"M6J 3A1",43.6497,-79.4208,4,72,1,"Breakfast & Brunch"
-EX_qttyhm5YNb8NWtAcCQ,"The Dakota Tavern","Ossington Strip","249 Ossington Avenue",Toronto,ON,"M6J 3A1",43.6497,-79.4208,4,72,1,Nightlife
-EX_qttyhm5YNb8NWtAcCQ,"The Dakota Tavern","Ossington Strip","249 Ossington Avenue",Toronto,ON,"M6J 3A1",43.6497,-79.4208,4,72,1,Bars
-F17x1g8cN3ZTUYexrvBdw,"Pita Pit","Entertainment District","318 Adelaide Street W",Toronto,ON,"M5V 1R1",43.6477,-79.392,3.5,18,1,Sandwiches
-FHjXYCSizyNgUv-EXn6Yg,TeaGather,Koreatown,"632 Bloor Street W",Toronto,ON,"M6G 1K7",43.6645,-79.4146,4,11,1,"Coffee & Tea"
-FHjXYCSizyNgUv-EXn6Yg,TeaGather,Koreatown,"632 Bloor Street W",Toronto,ON,"M6G 1K7",43.6645,-79.4146,4,11,1,Waffles
-FHjXYCSizyNgUv-EXn6Yg,TeaGather,Koreatown,"632 Bloor Street W",Toronto,ON,"M6G 1K7",43.6645,-79.4146,4,11,1,Food
-FHjXYCSizyNgUv-EXn6Yg,TeaGather,Koreatown,"632 Bloor Street W",Toronto,ON,"M6G 1K7",43.6645,-79.4146,4,11,1,Cafes
-FHjXYCSizyNgUv-EXn6Yg,TeaGather,Koreatown,"632 Bloor Street W",Toronto,ON,"M6G 1K7",43.6645,-79.4146,4,11,1,"Juice Bars & Smoothies"
-FHjXYCSizyNgUv-EXn6Yg,TeaGather,Koreatown,"632 Bloor Street W",Toronto,ON,"M6G 1K7",43.6645,-79.4146,4,11,1,"Bubble Tea"
-g4CC11SsaLYeQ5mjRxSfw,"The Social Gardener",,"1326 Gerrard Street  E",Toronto,ON,"M4L 1Z1",43.6716,-79.3254,3.5,3,1,Food
-g4CC11SsaLYeQ5mjRxSfw,"The Social Gardener",,"1326 Gerrard Street  E",Toronto,ON,"M4L 1Z1",43.6716,-79.3254,3.5,3,1,Cafes
-g4CC11SsaLYeQ5mjRxSfw,"The Social Gardener",,"1326 Gerrard Street  E",Toronto,ON,"M4L 1Z1",43.6716,-79.3254,3.5,3,1,Vegetarian
-g4CC11SsaLYeQ5mjRxSfw,"The Social Gardener",,"1326 Gerrard Street  E",Toronto,ON,"M4L 1Z1",43.6716,-79.3254,3.5,3,1,"Coffee & Tea"
-g4CC11SsaLYeQ5mjRxSfw,"The Social Gardener",,"1326 Gerrard Street  E",Toronto,ON,"M4L 1Z1",43.6716,-79.3254,3.5,3,1,"Farmers Market"
-g4CC11SsaLYeQ5mjRxSfw,"The Social Gardener",,"1326 Gerrard Street  E",Toronto,ON,"M4L 1Z1",43.6716,-79.3254,3.5,3,1,Vegan
-gBRmZwDhsooJzf1I7uPyg,"Keele Ur Hunger","The Junction","2798 Dundas Street W",Toronto,ON,"M6P 1Y5",43.6655,-79.4627,3,8,1,Pizza
-Ggr1M22MxTbP2J8L7oHqw,"Papa John's Pizza",Scarborough,"4630 Kingston Road",Toronto,ON,"M1E 4Z4",43.7753,-79.179,2,4,1,Pizza
-grWXL6_ngCGcXp8IbQU0g,"Bubby's Bagels",,"3035 Bathurst Street",Toronto,ON,"M6B 3B5",43.7183,-79.4296,4.5,6,1,"Breakfast & Brunch"
-grWXL6_ngCGcXp8IbQU0g,"Bubby's Bagels",,"3035 Bathurst Street",Toronto,ON,"M6B 3B5",43.7183,-79.4296,4.5,6,1,Kosher
-grWXL6_ngCGcXp8IbQU0g,"Bubby's Bagels",,"3035 Bathurst Street",Toronto,ON,"M6B 3B5",43.7183,-79.4296,4.5,6,1,"Event Planning & Services"
-grWXL6_ngCGcXp8IbQU0g,"Bubby's Bagels",,"3035 Bathurst Street",Toronto,ON,"M6B 3B5",43.7183,-79.4296,4.5,6,1,Food
-grWXL6_ngCGcXp8IbQU0g,"Bubby's Bagels",,"3035 Bathurst Street",Toronto,ON,"M6B 3B5",43.7183,-79.4296,4.5,6,1,Caterers
-grWXL6_ngCGcXp8IbQU0g,"Bubby's Bagels",,"3035 Bathurst Street",Toronto,ON,"M6B 3B5",43.7183,-79.4296,4.5,6,1,Bagels
-hAFDLTPzrPA8zVqD9-Agg,Mushkaki's,Etobicoke,"145 Rexdale Boulevard",Toronto,ON,"M9W 1P7",43.7111,-79.5677,4,29,1,Seafood
-hAFDLTPzrPA8zVqD9-Agg,Mushkaki's,Etobicoke,"145 Rexdale Boulevard",Toronto,ON,"M9W 1P7",43.7111,-79.5677,4,29,1,African
-hAFDLTPzrPA8zVqD9-Agg,Mushkaki's,Etobicoke,"145 Rexdale Boulevard",Toronto,ON,"M9W 1P7",43.7111,-79.5677,4,29,1,Sandwiches
-hAFDLTPzrPA8zVqD9-Agg,Mushkaki's,Etobicoke,"145 Rexdale Boulevard",Toronto,ON,"M9W 1P7",43.7111,-79.5677,4,29,1,Burgers
-hFVxvZZbozVbY03XiNDPw,"iQ Food","Financial District","100 King Street W",Toronto,ON,"M5X 2A2",43.6486,-79.3817,4.5,7,1,Gluten-Free
-hFVxvZZbozVbY03XiNDPw,"iQ Food","Financial District","100 King Street W",Toronto,ON,"M5X 2A2",43.6486,-79.3817,4.5,7,1,Salad
-hFVxvZZbozVbY03XiNDPw,"iQ Food","Financial District","100 King Street W",Toronto,ON,"M5X 2A2",43.6486,-79.3817,4.5,7,1,"Fast Food"
-hhsPQU_oT2FZS8hGpVELQ,"The Bagel House",,"2572 Yonge Street",Toronto,ON,"M4P 2J3",43.7139,-79.4,2,5,1,"Breakfast & Brunch"
-hhsPQU_oT2FZS8hGpVELQ,"The Bagel House",,"2572 Yonge Street",Toronto,ON,"M4P 2J3",43.7139,-79.4,2,5,1,Delis
-hhsPQU_oT2FZS8hGpVELQ,"The Bagel House",,"2572 Yonge Street",Toronto,ON,"M4P 2J3",43.7139,-79.4,2,5,1,Bagels
-hhsPQU_oT2FZS8hGpVELQ,"The Bagel House",,"2572 Yonge Street",Toronto,ON,"M4P 2J3",43.7139,-79.4,2,5,1,Food
-hnHJQWo2ijb77Yqm6EnOA,Dollarama,"Wallace Emerson","800 Lansdowne Avenue",Toronto,ON,"M6H 4K3",43.6653,-79.4462,4,3,1,"Discount Store"
-hnHJQWo2ijb77Yqm6EnOA,Dollarama,"Wallace Emerson","800 Lansdowne Avenue",Toronto,ON,"M6H 4K3",43.6653,-79.4462,4,3,1,Shopping
-hnHJQWo2ijb77Yqm6EnOA,Dollarama,"Wallace Emerson","800 Lansdowne Avenue",Toronto,ON,"M6H 4K3",43.6653,-79.4462,4,3,1,French
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,"Juice Bars & Smoothies"
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,Desserts
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,Gluten-Free
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,Food
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,Vegetarian
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,Salad
-hXocgx4xqs9dv_l0jiZZg,Rawlicious,Palmerston,"785 Bathurst Street",Toronto,ON,"M5S 0B7",43.6646,-79.4109,5,7,1,Vegan
-ICGmF2qUVKdvOehVNgPbg,"Lamesa Filipino Kitchen",Niagara,"669 Queen Street W",Toronto,ON,M6J,43.6471,-79.4047,4,248,1,Filipino
-IP0Y1XLcnxb6yfMxPcLfQ,McDonald's,,"345 Bloor St E",Toronto,ON,"M4W 3J6",43.6716,-79.3784,3,13,1,Burgers
-IP0Y1XLcnxb6yfMxPcLfQ,McDonald's,,"345 Bloor St E",Toronto,ON,"M4W 3J6",43.6716,-79.3784,3,13,1,"Fast Food"
-Ipm_8YXj9UoNNHagCvsNg,"Aoyama Sushi Restaurant",,"2766 Victoria Park Avenue",Toronto,ON,"M2J 4A8",43.7865,-79.3289,4,162,1,Japanese
-Ipm_8YXj9UoNNHagCvsNg,"Aoyama Sushi Restaurant",,"2766 Victoria Park Avenue",Toronto,ON,"M2J 4A8",43.7865,-79.3289,4,162,1,"Sushi Bars"
-IXNFjtECsn8fqF047tYFw,"Bac Ky Vietnamese Canteen",,"567 King Street W",Toronto,ON,"M5V 1M1",43.6444,-79.3994,3,48,1,"Juice Bars & Smoothies"
-IXNFjtECsn8fqF047tYFw,"Bac Ky Vietnamese Canteen",,"567 King Street W",Toronto,ON,"M5V 1M1",43.6444,-79.3994,3,48,1,Food
-IXNFjtECsn8fqF047tYFw,"Bac Ky Vietnamese Canteen",,"567 King Street W",Toronto,ON,"M5V 1M1",43.6444,-79.3994,3,48,1,Vietnamese
-J6FVdY9pSgAdFmmalO-pQ,Jatujak,,"1744 Victoria Park Avenue",Toronto,ON,"M1R 1R4",43.7361,-79.3073,4,191,1,Thai
-J6FVdY9pSgAdFmmalO-pQ,Jatujak,,"1744 Victoria Park Avenue",Toronto,ON,"M1R 1R4",43.7361,-79.3073,4,191,1,Food
-J6FVdY9pSgAdFmmalO-pQ,Jatujak,,"1744 Victoria Park Avenue",Toronto,ON,"M1R 1R4",43.7361,-79.3073,4,191,1,"Food Delivery Services"
-jdNqqzF1Dbve04oEd4jww,"OK OK Diner",Leslieville,"1128 Queen Street E",Toronto,ON,"M4M 1K8",43.6623,-79.335,3,62,1,"Breakfast & Brunch"
-jdNqqzF1Dbve04oEd4jww,"OK OK Diner",Leslieville,"1128 Queen Street E",Toronto,ON,"M4M 1K8",43.6623,-79.335,3,62,1,Diners
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,"Canadian (New)"
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,Food
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,Bars
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,"Wine Bars"
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,Nightlife
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,"Breakfast & Brunch"
-jPgzLZNArRVIcSpx-iV_g,"The Porch Light","Upper Beach","982 Kingston Road",Toronto,ON,"M4E 1S9",43.6807,-79.2865,4.5,6,1,"Coffee & Tea"
-L88B-PrtzwujhLuYc2k_g,"Joe Badali's Ristorante Italiano & Bar","Downtown Core","156 Front Street W",Toronto,ON,"M5J 2L6",43.6453,-79.3843,3,110,1,Italian
-L88B-PrtzwujhLuYc2k_g,"Joe Badali's Ristorante Italiano & Bar","Downtown Core","156 Front Street W",Toronto,ON,"M5J 2L6",43.6453,-79.3843,3,110,1,Gluten-Free
-llrUA_TlQTWH_CMM3NTNQ,KFC,"Mount Pleasant and Davisville","415 Mount Pleasant Road",Toronto,ON,"M4S 2L5",43.6992,-79.3867,2,4,1,"Chicken Wings"
